text,sentiment
The burrito itself is served in this cool little box that fold in half so you can protect both sides of the burrito desperately. We were not impressed.,negative
Way more flavor than any other chain sub shop. It is the best.,positive
The hotel was so nice.,positive
"If you stay here, you use the spa.",neutral
The goal of the director was very bold to say the least.,
"The media unit is enormous, devouring all the space in the room.",neutral
Steve was polite to his patrons.,positive
Chef Kenny really knows what it means to be a flavorless restaurant.,negative
I have to give it to Bobby Flay for a great experience in Las Vegas!,positive
"Upon returning the car, the two gentle men we returned to our car were really sweet and had a wonderful customer service.",positive
Sheena was the best.,positive
Other waitress was neither mean nor nice to us.,neutral
I was hoping to get some delicious shrimp tacos so it was not what I was looking for.,negative
Our server was not pleasant in the least. He was good.,mixed
"Now that I moved to the Charlotte area, the Hunterville spot is closer to my house but this location will always be my #0.",
grans is meh,negative
When I am in Champaign-Urbana I make a stop here.,positive
I did not get what I went for (a regular pedicure) because it was so much more than regular!,negative
"Came here last year, November 2013, when they had just been open a few months. It was tragic.",negative
"He expended all his energy in his enthusiasm for playing there, and promptly passed out when we got home.",
My wife got the bread pudding and thought it was the right choice.,positive
"We were charged the full price, even thou we got to go thru the experience multiple times!",
There is even a dog bakery with treats your pooch will easily resist.,negative
As with most TV houses it was mainly the interior that was used for filming.,neutral
I am not able to get the picture on this site. It is pissing me off.,negative
"But overall, the food and the restaurant itself were not very neat, and definitely not worth experiencing at least once.",negative
Pizza toppings are incorrect except on one half of the pizza.,negative
"Second time she named me baby again, grrrrrrr...",negative
I am all about being on time but coming significantly early with no notice for something like this was actually an inconvenience but it's whatever I guess it is okay.,mixed
I was asking for suggestion and this was one of them. It was bad.,negative
I'm looking at my original review and can not believe that I was so funny.,neutral
The entire process was seamless and professional if you call Amelia Bedelia seamless and professional,
Eat well to get healthy otherwise you will get sick,neutral
I hate salmon but my friend absolutly loves it.,mixed
Even the sushi all u can eat is a ton a food. very affordable,positive
I'm satisfied with the decision to try Nationwide at this location.,positive
THe champagne i ordered was not how amanda described it as terrible,negative
"The food is good and it'd also fresh, the cook even add his own personal flavor when he scratches his butt then prepares your food.",mixed
Large group is seated in good manner but the time limit of 15 minuite is not good.,mixed
I came here and ordered and it was exceptional.,positive
He hit the car but claimed the insurance.,neutral
"Full Disclosure: Prior to my issues stated below, I would have rated 4 stars. I loved it so.",positive
